latitud,longitud,area_construida,area_total,dormitorios,banos,estacionamiento,bodega,piscina,quincho,precio_uf,comuna,distancia_a_estacion_cercana,estacion_cercana,metro
-33.4509181,-70.8392897,140.0,284.0,3,3,Si,Si,Si,Si,6900.0,PUDAHUEL,9422.154702,No metro,No
-33.4506491,-70.8386236,140.0,276.0,4,3,Si,Si,Si,Si,6750.0,PUDAHUEL,9377.361468,No metro,No
-33.629937,-70.67677,109.0,150.0,4,3,Si,Si,Si,Si,2544.6645,SAN BERNARDO,9338.233029,No metro,No
-33.627059,-70.684545,83.0,245.0,3,3,No,No,No,No,2100.0,SAN BERNARDO,9191.639497,No metro,No
-33.6157432,-70.7092866,78.0,198.0,3,3,No,No,No,No,1594.55,SAN BERNARDO,9031.1576,No metro,No
-33.6167572,-70.7060192,147.0,90.0,4,3,Si,Si,Si,Si,2035.7316,SAN BERNARDO,8962.959849,No metro,No
-33.6167572,-70.7060192,147.0,90.0,4,3,Si,Si,Si,Si,2035.7316,SAN BERNARDO,8962.959849,No metro,No
-33.6167572,-70.7060192,147.0,90.0,4,3,Si,Si,Si,Si,2035.7316,SAN BERNARDO,8962.959849,No metro,No
-33.6154869,-70.7077585,70.0,79.0,3,2,Si,Si,Si,Si,2188.4121,SAN BERNARDO,8933.76737,No metro,No
-33.622248,-70.690907,58.0,142.0,3,3,No,No,No,No,1486.601999,SAN BERNARDO,8891.398653,No metro,No
-33.32681703,-70.77061124,51.0,127.0,2,1,Si,Si,Si,Si,1009.79,LAMPA,8886.174975,No metro,No
-33.623372,-70.686575,78.0,285.0,5,2,No,No,No,No,2285.44,SAN BERNARDO,8880.783592,No metro,No
-33.3361708,-70.7740646,51.0,142.31,3,1,Si,Si,Si,Si,1250.0,LAMPA,8845.736445,No metro,No
-33.6220676,-70.6897367,58.0,83.0,3,2,Si,Si,Si,Si,1594.656,SAN BERNARDO,8839.92576,No metro,No
-33.622232,-70.688962,61.0,145.0,2,2,No,No,No,No,1548.46,SAN BERNARDO,8833.821676,No metro,No
-33.6216797,-70.6888415,55.0,171.0,2,1,,No,No,No,1759.5,SAN BERNARDO,8777.42001,No metro,No
-33.323796,-70.76751,59.0,254.0,3,2,,Si,Si,Si,1700.0,LAMPA,8747.959658,No metro,No
-33.6217614,-70.6853776,98.0,200.0,3,2,Si,Si,Si,Si,2799.1341,SAN BERNARDO,8695.253747,No metro,No
-33.3252878,-70.7674474,50.0,125.0,3,1,Si,Si,Si,Si,1550.0,LAMPA,8672.285393,No metro,No
-33.6210286,-70.6871551,92.0,102.0,3,2,Si,Si,Si,Si,2097.9,SAN BERNARDO,8669.114139,No metro,No
-33.323806,-70.7665,60.0,211.0,3,2,No,No,No,No,1632.19,LAMPA,8658.82784,No metro,No
-33.6163091,-70.699451,143.0,103.0,4,2,Si,Si,Si,Si,1924.65,SAN BERNARDO,8636.493191,No metro,No
-33.3269689,-70.7673722,51.0,120.0,2,1,Si,Si,Si,Si,1183.5,LAMPA,8588.904175,No metro,No
-33.3265044,-70.7669888,50.0,174.0,3,1,No,No,No,No,1451.07,LAMPA,8575.677905,No metro,No
-33.3255436,-70.7652767,73.0,75.0,1,2,Si,Si,Si,Si,1210.0,LAMPA,8468.459516,No metro,No
-33.301225,-70.745365,110.0,200.0,4,3,Si,Si,Si,Si,2550.0,LAMPA,8443.504095,No metro,No
-33.328275,-70.766062,118.0,325.0,4,3,No,No,No,Si,3000.0,LAMPA,8413.414305,No metro,No
-33.6190458,-70.684444,63.0,231.0,3,2,No,No,No,No,1713.32,SAN BERNARDO,8409.228125,No metro,No
-33.6174347,-70.6888316,62.0,103.0,3,2,Si,Si,Si,Si,1645.5537,SAN BERNARDO,8370.259788,No metro,No
-33.6168918,-70.689899,100.0,143.0,3,3,Si,Si,Si,Si,1509.8328,SAN BERNARDO,8350.327176,No metro,No
-33.3220677,-70.761881,86.0,166.0,3,2,Si,Si,Si,Si,2350.0,LAMPA,8346.123401,No metro,No
-33.3220677,-70.761881,97.0,170.0,3,3,Si,Si,Si,Si,2250.0,LAMPA,8346.123401,No metro,No
-33.3220677,-70.761881,74.0,138.0,3,2,Si,Si,Si,Si,1850.0,LAMPA,8346.123401,No metro,No
-33.3220677,-70.761881,120.0,180.0,3,3,Si,Si,Si,Si,3000.0,LAMPA,8346.123401,No metro,No
-33.3220677,-70.761881,86.42,148.0,3,3,Si,Si,Si,Si,2080.0,LAMPA,8346.123401,No metro,No
-33.325767,-70.763968,55.0,140.0,3,2,No,No,No,No,1235.2,LAMPA,8342.637915,No metro,No
-33.619329,-70.67873,75.0,197.0,4,3,No,No,No,No,2024.11,SAN BERNARDO,8319.495952,No metro,No
-33.3012464,-70.7428401,,250.0,4,3,Si,Si,Si,Si,3500.0,LAMPA,8280.340573,No metro,No
-33.618716,-70.677949,57.0,190.0,3,1,No,No,No,No,2289.98,SAN BERNARDO,8245.924416,No metro,No
-33.6168754,-70.6845833,92.0,292.0,3,2,,No,No,No,1668.95,SAN BERNARDO,8202.026161,No metro,No
-33.60776,-70.70626,90.0,101.0,5,3,,Si,Si,Si,1827.0,SAN BERNARDO,8189.100496,No metro,No
-33.3022817,-70.7420605,160.0,340.0,4,3,Si,Si,Si,Si,4300.0,LAMPA,8150.830942,No metro,No
-33.3056826,-70.7458507,113.0,200.0,3,3,Si,Si,Si,Si,3000.0,LAMPA,8142.202281,No metro,No
-33.61634804,-70.68328232,113.0,230.0,5,2,Si,Si,Si,Si,2583.0,SAN BERNARDO,8119.681144,No metro,No
-33.3309457,-70.7639418,75.0,163.0,1,3,Si,Si,Si,Si,2275.0,LAMPA,8106.420836,No metro,No
-33.3030603,-70.741887,131.0,252.0,4,3,Si,Si,Si,Si,3600.0,LAMPA,8079.569489,No metro,No
-33.3030603,-70.741887,131.0,252.0,4,3,Si,Si,Si,Si,3600.0,LAMPA,8079.569489,No metro,No
-33.3032762,-70.7419077,101.0,190.0,3,3,Si,Si,Si,Si,2750.0,LAMPA,8064.212744,No metro,No
-33.3032762,-70.7419077,101.0,190.0,3,3,Si,Si,Si,Si,2750.0,LAMPA,8064.212744,No metro,No
-33.3036677,-70.7419674,93.0,200.0,3,3,Si,Si,Si,Si,2495.0,LAMPA,8037.856147,No metro,No
-33.3036677,-70.7419674,93.0,200.0,3,3,Si,Si,Si,Si,2495.0,LAMPA,8037.856147,No metro,No
-33.3088853,-70.7476631,130.0,232.0,4,3,Si,Si,Si,Si,3445.0,LAMPA,8037.516016,No metro,No
-33.3086701,-70.747352,123.0,300.0,4,3,Si,Si,Si,Si,3100.0,LAMPA,8030.677814,No metro,No
-33.3086701,-70.747352,123.0,300.0,4,3,Si,Si,Si,Si,3100.0,LAMPA,8030.677814,No metro,No
-33.6134158,-70.6893026,75.0,124.0,3,3,Si,Si,Si,Si,2714.3109,SAN BERNARDO,8001.272361,No metro,No
-33.304503,-70.7423782,126.0,240.0,4,3,Si,Si,Si,Si,3400.0,LAMPA,8000.298122,No metro,No
-33.304503,-70.7423782,,240.0,4,3,Si,Si,Si,Si,3400.0,LAMPA,8000.298122,No metro,No
-33.6131696,-70.6899182,75.0,124.0,3,3,,Si,Si,Si,2714.3109,SAN BERNARDO,7997.310973,No metro,No
-33.3087201,-70.7468782,136.0,296.0,4,4,Si,Si,Si,Si,4300.0,LAMPA,7993.719309,No metro,No
-33.3087201,-70.7468782,136.0,296.0,4,4,Si,Si,Si,Si,4300.0,LAMPA,7993.719309,No metro,No
-33.3021938,-70.7390329,112.0,219.0,3,3,Si,Si,Si,Si,3050.0,LAMPA,7970.166471,No metro,No
-33.609882,-70.695693,84.0,209.0,4,2,No,No,No,No,2022.27,SAN BERNARDO,7897.005529,No metro,No
-33.3082956,-70.7447999,100.0,200.0,3,3,Si,Si,Si,Si,2850.0,LAMPA,7879.581374,No metro,No
-33.3082956,-70.7447999,100.0,200.0,3,3,Si,Si,Si,Si,2850.0,LAMPA,7879.581374,No metro,No
-33.612852,-70.686336,85.0,221.0,3,3,No,No,No,Si,2322.45,SAN BERNARDO,7859.799232,No metro,No
-33.612787,-70.685524,76.0,194.0,3,3,No,No,No,No,1970.422023,SAN BERNARDO,7831.262612,No metro,No
-33.3096436,-70.7453277,104.0,200.0,3,3,Si,Si,Si,Si,2700.0,LAMPA,7819.114195,No metro,No
-33.3096436,-70.7453277,,200.0,3,3,Si,Si,Si,Si,2700.0,LAMPA,7819.114195,No metro,No
-33.613434,-70.682483,73.0,215.0,3,3,No,No,No,No,2256.06,SAN BERNARDO,7817.68414,No metro,No
-33.325149,-70.757334,95.0,257.0,3,3,No,No,No,No,2039.11,LAMPA,7797.539311,No metro,No
-33.6134431,-70.681039,66.0,116.0,3,3,Si,Si,Si,Si,2079.0,SAN BERNARDO,7786.434102,No metro,No
-33.327767,-70.758383,119.0,304.0,3,3,No,No,No,No,2405.44,LAMPA,7756.818467,No metro,No
-33.3277735,-70.7583588,107.0,190.0,3,3,Si,Si,Si,Si,2850.0,LAMPA,7754.387924,No metro,No
-33.3278401,-70.7582644,73.0,138.0,3,2,Si,Si,Si,Si,1850.0,LAMPA,7742.900361,No metro,No
-33.3278401,-70.7582644,89.0,170.0,3,3,Si,Si,Si,Si,2019.575,LAMPA,7742.900361,No metro,No
-33.597323,-70.500058,81.0,203.0,3,3,No,No,No,No,1237.69,PUENTE ALTO,7682.509984,No metro,No
-33.61050474,-70.68791807,56.0,90.0,2,1,Si,Si,Si,Si,1866.0915,SAN BERNARDO,7681.640995,No metro,No
-33.6097631,-70.68972507,141.0,141.0,3,3,Si,Si,Si,Si,2162.9664,SAN BERNARDO,7668.842046,No metro,No
-33.611838,-70.681542,51.0,142.0,3,2,No,No,No,No,1521.23,SAN BERNARDO,7640.839368,No metro,No
-33.6094303,-70.6895735,67.0,167.0,3,3,Si,Si,Si,Si,2160.9,SAN BERNARDO,7632.424312,No metro,No
-33.6118581,-70.6804991,51.0,83.0,4,2,Si,Si,Si,Si,1696.4451,SAN BERNARDO,7620.080656,No metro,No
-33.325328,-70.754816,106.0,319.0,3,2,No,No,No,No,3207.92,LAMPA,7573.685767,No metro,No
-33.609281,-70.688011,67.0,171.0,3,3,No,No,No,No,2107.8,SAN BERNARDO,7568.132137,No metro,No
-33.3208173,-70.7512057,100.0,180.0,4,3,Si,Si,Si,Si,2150.0,LAMPA,7528.785657,No metro,No
-33.3208173,-70.7512057,87.0,160.0,4,3,Si,Si,Si,Si,2089.0,LAMPA,7528.785657,No metro,No
-33.6109852,-70.6782222,100.0,100.0,2,1,Si,Si,Si,Si,1417.5,SAN BERNARDO,7489.429916,No metro,No
-33.3210189,-70.7502046,109.0,192.0,5,3,Si,Si,Si,Si,2021.92,LAMPA,7436.373725,No metro,No
-33.6104095,-70.6773276,60.0,120.0,3,2,Si,Si,Si,Si,1946.7,SAN BERNARDO,7416.738103,No metro,No
-33.3227786,-70.7510444,62.0,115.0,2,2,,Si,Si,Si,1514.68,LAMPA,7400.887686,No metro,No
-33.6093777,-70.6810627,92.0,72.0,4,2,Si,Si,Si,Si,1764.3024,SAN BERNARDO,7390.333116,No metro,No
-33.3230067,-70.7510292,81.0,258.0,3,2,No,No,No,No,1619.75,LAMPA,7386.50082,No metro,No
-33.3226817,-70.7506598,129.0,199.0,3,3,Si,Si,Si,Si,2900.0,LAMPA,7375.13742,No metro,No
-33.325759,-70.752725,106.0,353.0,3,3,No,No,No,No,2405.44,LAMPA,7373.937942,No metro,No
-33.32616,-70.752961,106.0,296.0,3,3,,No,No,No,2397.78,LAMPA,7372.352474,No metro,No
-33.3606486,-70.7618986,,109.0,3,1,No,No,No,No,594.27,QUILICURA,7145.248768,No metro,No
-33.3309809,-70.7521066,51.0,159.0,3,1,No,No,No,No,854.27,LAMPA,7052.146541,No metro,No
-33.3255797,-70.7485358,,268.0,3,3,No,No,No,No,2215.46,LAMPA,7034.850963,No metro,No
-33.3239662,-70.7473611,124.0,300.0,3,2,Si,Si,Si,Si,2625.45,LAMPA,7032.517609,No metro,No
-33.360444,-70.760698,44.0,78.0,2,1,Si,Si,Si,Si,1260.216,QUILICURA,7026.913053,No metro,No
-33.32724,-70.749148,106.0,268.0,3,3,No,No,No,No,1907.7,LAMPA,6993.145193,No metro,No
-33.6031526,-70.6866338,73.0,126.0,5,4,Si,Si,Si,Si,2290.2012,SAN BERNARDO,6943.178868,No metro,No
-33.325566,-70.746363,106.0,268.0,3,2,No,No,No,No,2463.49,LAMPA,6857.849415,No metro,No
-33.3269441,-70.747303,96.8,180.0,3,3,Si,Si,Si,Si,2575.0,LAMPA,6856.048635,No metro,No
-33.59185,-70.70504,90.0,90.0,3,2,Si,Si,Si,Si,1492.8732,SAN BERNARDO,6796.360962,No metro,No
-33.6020671,-70.6847996,71.0,97.0,3,3,Si,Si,Si,Si,2331.0,SAN BERNARDO,6783.02716,No metro,No
-33.604475,-70.674335,70.0,110.0,3,2,Si,Si,Si,Si,1883.7,SAN BERNARDO,6782.898535,No metro,No
-33.32574863,-70.74549226,92.0,156.0,3,3,Si,Si,Si,Si,1995.0,LAMPA,6776.521415,No metro,No
-33.327042,-70.746006,114.0,314.0,3,3,No,No,No,No,2463.49,LAMPA,6743.607187,No metro,No
-33.330305,-70.748023,67.0,161.0,3,2,No,No,No,No,1706.91,LAMPA,6734.1115,No metro,No
-33.5904027,-70.511301,128.0,214.4,3,2,Si,Si,Si,Si,2550.0,PUENTE ALTO,6708.584417,No metro,No
-33.587585,-70.708718,80.0,326.0,3,2,No,No,No,No,1978.18,SAN BERNARDO,6697.084358,No metro,No
-33.602149,-70.68131,44.0,152.0,2,1,No,No,No,No,913.4781205,SAN BERNARDO,6694.275174,No metro,No
-33.324955,-70.743862,129.0,378.0,3,3,No,No,No,No,3887.42,LAMPA,6692.956018,No metro,No
-33.60344,-70.67472,61.0,169.0,2,2,No,No,No,No,1685.47,SAN BERNARDO,6686.368351,No metro,No
-33.6034855,-70.6738952,86.0,120.0,3,2,Si,Si,Si,Si,2016.0,SAN BERNARDO,6678.635609,No metro,No
-33.3306876,-70.7474889,54.0,102.0,3,1,Si,Si,Si,Si,1385.0,LAMPA,6668.582085,No metro,No
-33.6017672,-70.6801809,60.0,82.0,4,2,Si,Si,Si,Si,1197.0,SAN BERNARDO,6629.555472,No metro,No
-33.327344,-70.744558,105.0,258.0,3,3,No,No,No,No,2366.97,LAMPA,6607.69184,No metro,No
-33.59814,-70.689327,36.0,134.0,2,1,No,No,No,No,699.03,SAN BERNARDO,6567.743558,No metro,No
-33.5904966,-70.5131326,120.0,120.0,4,3,Si,Si,Si,Si,3231.32,PUENTE ALTO,6526.45301,No metro,No
-33.5904966,-70.5131326,120.0,120.0,4,3,Si,Si,Si,Si,3235.07,PUENTE ALTO,6526.45301,No metro,No
-33.6021703,-70.6711654,,130.0,4,2,,Si,Si,Si,1638.0,SAN BERNARDO,6514.486455,No metro,No
-33.6017107,-70.6717927,100.0,220.0,4,2,Si,Si,Si,Si,1628.5878,SAN BERNARDO,6475.641024,No metro,No
-33.6017107,-70.6717927,80.0,100.0,4,2,Si,Si,Si,Si,1669.5,SAN BERNARDO,6475.641024,No metro,No
-33.3677649,-70.7552518,53.0,79.0,3,2,Si,Si,Si,Si,1551.0312,QUILICURA,6468.046689,No metro,No
-33.3677649,-70.7552518,53.0,79.0,3,2,Si,Si,Si,Si,1551.0312,QUILICURA,6468.046689,No metro,No
-33.3689238,-70.7546355,71.0,71.0,2,1,Si,Si,Si,Si,1454.0976,QUILICURA,6411.59809,No metro,No
-33.3689238,-70.7546355,71.0,71.0,2,1,Si,Si,Si,Si,1454.0976,QUILICURA,6411.59809,No metro,No
-33.3689238,-70.7546355,71.0,71.0,2,1,Si,Si,Si,Si,1454.0976,QUILICURA,6411.59809,No metro,No
-33.59991142,-70.67816556,123.0,168.0,2,1,Si,Si,Si,Si,1441.9755,SAN BERNARDO,6403.125691,No metro,No
-33.5133861,-70.5217289,120.0,331.0,3,3,,Si,Si,Si,8100.0,LA FLORIDA,6389.726853,No metro,No
-33.5997581,-70.6782238,123.0,168.0,2,1,Si,Si,Si,Si,1441.9755,SAN BERNARDO,6389.410986,No metro,No
-33.367058,-70.495797,144.0,174.0,4,4,,Si,Si,Si,14900.0,LAS CONDES,6384.63858,No metro,No
-33.327059,-70.741114,102.0,279.0,4,2,No,No,No,No,2098.09,LAMPA,6346.86024,No metro,No
-33.5141073,-70.5226833,130.0,454.0,3,4,Si,Si,Si,Si,9180.0,LA FLORIDA,6331.791094,No metro,No
-33.597831,-70.683001,54.0,165.0,3,1,No,No,No,No,823.41,SAN BERNARDO,6325.088161,No metro,No
-33.5191137,-70.5256334,105.0,316.0,3,3,Si,Si,Si,Si,8100.0,LA FLORIDA,6296.799496,No metro,No
-33.3025928,-70.6905244,131.0,264.0,3,3,Si,Si,Si,Si,7800.0,COLINA,6290.725961,No metro,No
-33.3683657,-70.753265,53.0,79.0,3,1,Si,Si,Si,Si,1454.0976,QUILICURA,6271.950217,No metro,No
-33.3683657,-70.753265,53.0,79.0,3,1,Si,Si,Si,Si,1454.0976,QUILICURA,6271.950217,No metro,No
-33.3683657,-70.753265,,79.0,3,1,Si,Si,Si,Si,1455.7824,QUILICURA,6271.950217,No metro,No
-33.511246,-70.522282,120.0,244.0,3,3,Si,Si,Si,Si,7700.0,LA FLORIDA,6256.139047,No metro,No
-33.517574,-70.525596,150.0,355.0,4,3,Si,Si,Si,Si,9600.0,LA FLORIDA,6225.255234,No metro,No
-33.6025369,-70.5141058,86.0,160.0,3,3,Si,Si,Si,Si,2221.535,PUENTE ALTO,6219.360039,No metro,No
-33.6025369,-70.5141058,,210.0,3,3,Si,Si,Si,Si,2800.0,PUENTE ALTO,6219.360039,No metro,No
-33.3678743,-70.752169,75.0,88.0,3,1,Si,Si,Si,Si,1609.2,QUILICURA,6160.377151,No metro,No
-33.576122,-70.712209,53.0,173.0,3,2,No,No,No,No,1142.41,SAN BERNARDO,6153.929541,No metro,No
-33.3543858,-70.7511089,110.0,70.0,4,2,Si,Si,Si,Si,1647.972,QUILICURA,6151.033528,No metro,No
-33.556133,-70.797196,86.0,229.0,3,2,No,No,No,No,3102.8,MAIPU,6120.430299,No metro,No
-33.5681946,-70.775342,94.0,255.0,4,3,No,No,No,No,2647.33,MAIPU,6103.574567,No metro,No
-33.60220071,-70.51539595,71.0,117.0,4,2,,Si,Si,Si,1845.0,PUENTE ALTO,6095.166505,No metro,No
-33.6019249,-70.5154778,72.0,120.0,3,3,Si,Si,Si,Si,1912.5,PUENTE ALTO,6090.444141,No metro,No
-33.6019249,-70.5154778,94.0,180.0,3,3,Si,Si,Si,Si,2338.5,PUENTE ALTO,6090.444141,No metro,No
-33.6019249,-70.5154778,72.0,120.0,3,3,Si,Si,Si,Si,1912.5,PUENTE ALTO,6090.444141,No metro,No
-33.6019249,-70.5154778,94.0,154.0,3,3,Si,Si,Si,Si,2500.0,PUENTE ALTO,6090.444141,No metro,No
-33.6019249,-70.5154778,94.0,180.0,3,3,Si,Si,Si,Si,2338.5,PUENTE ALTO,6090.444141,No metro,No
-33.3633614,-70.7513865,136.0,176.0,3,2,Si,Si,Si,Si,3295.9512,QUILICURA,6081.311545,No metro,No
-33.5765899,-70.7108182,70.0,120.0,3,2,Si,Si,Si,Si,1355.4576,SAN BERNARDO,6076.595191,No metro,No
-33.356157,-70.750614,46.0,115.0,2,1,No,No,No,No,1115.57,QUILICURA,6072.603773,No metro,No
-33.568042,-70.774753,95.0,254.0,3,3,No,No,No,No,2870.07,MAIPU,6071.536261,No metro,No
-33.5144975,-70.525756,119.0,351.0,4,3,Si,Si,Si,Si,9000.0,LA FLORIDA,6070.342766,No metro,No
-33.5675506,-70.7759197,80.0,110.0,3,3,Si,Si,Si,Si,2058.0318,MAIPU,6059.973118,No metro,No
-33.5675506,-70.7759197,80.0,110.0,3,3,Si,Si,Si,Si,2058.0318,MAIPU,6059.973118,No metro,No
-33.5675506,-70.7759197,80.0,110.0,3,3,Si,Si,Si,Si,2060.4144,MAIPU,6059.973118,No metro,No
-33.60226194,-70.51583129,72.0,120.0,3,3,Si,Si,Si,Si,2000.0,PUENTE ALTO,6051.21151,No metro,No
-33.5662889,-70.7788561,101.0,123.0,4,3,Si,Si,Si,Si,2488.1208,MAIPU,6040.198552,No metro,No
-33.5671932,-70.7761427,78.0,128.0,3,3,Si,Si,Si,Si,1978.68,MAIPU,6033.070244,No metro,No
-33.3513162,-70.7491827,51.0,79.0,4,1,Si,Si,Si,Si,1473.48,QUILICURA,6026.461834,No metro,No
-33.3595656,-70.7505103,80.0,80.0,3,1,Si,Si,Si,Si,1647.972,QUILICURA,6019.25514,No metro,No
-33.563027,-70.7849273,100.26,146.15,3,2,Si,Si,Si,Si,2384.2434,MAIPU,5994.981046,No metro,No
-33.5652124,-70.7798407,143.0,116.0,4,2,Si,Si,Si,Si,2630.298,MAIPU,5976.907374,No metro,No
-33.3627075,-70.7500907,72.0,98.0,2,3,Si,Si,Si,Si,1454.0976,QUILICURA,5954.521617,No metro,No
-33.559919,-70.789411,46.0,174.0,2,1,No,No,No,No,1323.66,MAIPU,5953.546204,No metro,No
-33.60243,-70.5168018,92.0,176.0,3,3,Si,Si,Si,Si,2490.81,PUENTE ALTO,5952.843001,No metro,No
-33.60243,-70.5168018,92.0,176.0,3,3,Si,Si,Si,Si,2490.81,PUENTE ALTO,5952.843001,No metro,No
-33.5596241,-70.7897661,75.0,159.0,4,2,Si,Si,Si,Si,1863.18,MAIPU,5948.320177,No metro,No
-33.354108,-70.7489592,83.0,77.0,3,3,Si,Si,Si,Si,1651.2696,QUILICURA,5944.989577,No metro,No
-33.354108,-70.7489592,83.0,77.0,3,3,Si,Si,Si,Si,1666.7784,QUILICURA,5944.989577,No metro,No
-33.354108,-70.7489592,83.0,77.0,3,3,Si,Si,Si,Si,1675.116,QUILICURA,5944.989577,No metro,No
-33.519702,-70.5302816,119.0,340.0,3,3,Si,Si,Si,Si,9700.0,LA FLORIDA,5928.83719,No metro,No
-33.519702,-70.5302816,,331.0,3,3,Si,Si,Si,Si,9050.0,LA FLORIDA,5928.83719,No metro,No
-33.519702,-70.5302816,120.0,375.0,3,3,Si,Si,Si,Si,9990.0,LA FLORIDA,5928.83719,No metro,No
-33.5566189,-70.7932854,125.0,125.0,4,1,Si,Si,Si,Si,2273.7,MAIPU,5909.265344,No metro,No
-33.60263397,-70.51725626,72.0,120.0,3,3,Si,Si,Si,Si,1925.33,PUENTE ALTO,5905.296146,No metro,No
-33.3602163,-70.7492204,82.0,86.0,4,1,Si,Si,Si,Si,1688.4,QUILICURA,5884.708365,No metro,No
-33.51748,-70.529614,180.0,416.0,5,5,Si,Si,Si,Si,10200.0,LA FLORIDA,5870.342686,No metro,No
-33.350449,-70.747125,51.0,133.0,2,1,No,No,No,No,1296.33,QUILICURA,5848.388493,No metro,No
-33.353468,-70.7477391,73.0,77.0,3,1,Si,Si,Si,Si,1512.2592,QUILICURA,5838.140829,No metro,No
-33.563938,-70.778472,92.0,230.0,3,3,,No,No,No,3616.52,MAIPU,5807.351784,No metro,No
-33.3568066,-70.7480256,85.0,90.0,3,2,Si,Si,Si,Si,1706.1408,QUILICURA,5806.902356,No metro,No
-33.3640331,-70.7484645,47.0,89.0,3,2,Si,Si,Si,Si,1357.1568,QUILICURA,5787.209395,No metro,No
-33.357132,-70.747865,60.0,172.0,3,2,No,No,No,No,1568.76,QUILICURA,5786.228426,No metro,No
-33.552015,-70.796323,51.0,131.0,3,2,,No,No,No,1659.999995,MAIPU,5756.206591,No metro,No
-33.633183,-70.628359,56.0,166.0,3,1,No,No,No,No,1095.999993,PUENTE ALTO,5752.678995,No metro,No
-33.35676,-70.747106,60.0,172.0,3,2,No,No,No,No,1797.88,QUILICURA,5716.705892,No metro,No
-33.5521203,-70.7955617,40.0,152.0,2,1,Si,Si,Si,Si,1565.7708,MAIPU,5712.229591,No metro,No
-33.5551198,-70.7912196,85.0,130.0,1,2,Si,Si,Si,Si,2576.9766,MAIPU,5664.536712,No metro,No
-33.4974418,-70.5236261,230.0,500.0,5,3,Si,Si,Si,Si,14430.0,PENALOLEN,5659.592245,No metro,No
-33.504948,-70.526467,150.0,450.0,3,2,No,No,No,No,9233.37,PENALOLEN,5649.274849,No metro,No
-33.5565388,-70.7882506,82.0,134.0,3,2,Si,Si,Si,Si,2369.4,MAIPU,5607.509477,No metro,No
-33.562031,-70.777316,134.0,304.0,3,3,No,No,No,No,3119.81,MAIPU,5587.543522,No metro,No
-33.5502593,-70.7957068,50.0,60.0,3,1,Si,Si,Si,Si,1288.4916,MAIPU,5586.403196,No metro,No
-33.5502593,-70.7957068,50.0,60.0,3,1,Si,Si,Si,Si,1306.2588,MAIPU,5586.403196,No metro,No
-33.5604963,-70.7807493,103.0,260.0,3,3,No,No,No,No,2644.65,MAIPU,5582.084995,No metro,No
-33.5595387,-70.7826309,127.0,134.0,5,3,Si,Si,Si,Si,3293.4,MAIPU,5579.482466,No metro,No
-33.5595387,-70.7826309,,152.0,4,3,Si,Si,Si,Si,3069.0,MAIPU,5579.482466,No metro,No
-33.5595387,-70.7826309,112.0,122.0,4,2,Si,Si,Si,Si,2224.2,MAIPU,5579.482466,No metro,No
-33.5611676,-70.7791539,104.0,150.0,3,3,Si,Si,Si,Si,3300.0,MAIPU,5577.630534,No metro,No
-33.3622308,-70.746285,47.0,87.0,2,1,Si,Si,Si,Si,1581.4728,QUILICURA,5576.990178,No metro,No
-33.3622308,-70.746285,47.0,87.0,2,1,Si,Si,Si,Si,1582.6392,QUILICURA,5576.990178,No metro,No
-33.3622308,-70.746285,47.0,87.0,2,1,Si,Si,Si,Si,1585.8288,QUILICURA,5576.990178,No metro,No
-33.55107,-70.794654,68.0,60.0,4,2,Si,Si,Si,Si,1379.4,MAIPU,5573.468911,No metro,No
-33.55107,-70.794654,68.0,60.0,4,2,Si,Si,Si,Si,1379.4,MAIPU,5573.468911,No metro,No
-33.5624603,-70.7755082,,144.0,3,3,Si,Si,Si,Si,3425.4,MAIPU,5564.837333,No metro,No
-33.5592808,-70.7825476,104.0,150.0,3,3,Si,Si,Si,Si,3300.0,MAIPU,5552.750166,No metro,No
-33.3629828,-70.7459806,85.0,80.0,3,2,Si,Si,Si,Si,1434.708,QUILICURA,5542.678865,No metro,No
-33.506019,-70.528044,165.0,503.0,5,4,Si,Si,Si,Si,12590.0,PENALOLEN,5533.209674,No metro,No
-33.3129927,-70.67380428,99.0,200.0,3,3,Si,Si,Si,Si,7200.0,COLINA,5513.149566,No metro,No
-33.3550149,-70.7446946,53.0,100.0,2,1,Si,Si,Si,Si,1803.0744,QUILICURA,5509.059004,No metro,No
-33.3550149,-70.7446946,53.0,100.0,2,1,Si,Si,Si,Si,1805.1696,QUILICURA,5509.059004,No metro,No
-33.3513594,-70.7437392,,160.0,3,1,Si,Si,Si,Si,2268.0,QUILICURA,5497.783375,No metro,No
-33.3541038,-70.7443293,109.0,85.0,4,2,Si,Si,Si,Si,2055.1176,QUILICURA,5491.383368,No metro,No
-33.5574674,-70.7844702,108.0,172.0,5,2,Si,Si,Si,Si,2363.7108,MAIPU,5486.105088,No metro,No
-33.5916272,-70.6721251,70.0,100.0,3,2,Si,Si,Si,Si,1436.4,SAN BERNARDO,5479.68907,No metro,No
-33.5192592,-70.535383,131.25,282.65,5,3,Si,Si,Si,Si,8500.0,LA FLORIDA,5479.527903,No metro,No
-33.5192592,-70.535383,140.0,330.0,5,3,Si,Si,Si,Si,6950.0,LA FLORIDA,5479.527903,No metro,No
-33.5192592,-70.535383,140.0,330.0,5,3,Si,Si,Si,Si,6950.0,LA FLORIDA,5479.527903,No metro,No
-33.5917233,-70.6707085,120.0,120.0,4,2,Si,Si,Si,Si,1526.7987,SAN BERNARDO,5471.057178,No metro,No
